system:index,latitude,longitude,.geo
00000000000000000eff,-7.4011,28.48271,"{""type"":""Point"",""coordinates"":[28.48270863843295,-7.401099991882079]}"
00000000000000000f02,-7.40986,28.46063,"{""type"":""Point"",""coordinates"":[28.46063162911734,-7.409862125452099]}"
00000000000000000f24,-7.3636388889,28.0169444444,"{""type"":""Point"",""coordinates"":[28.01694661519843,-7.363639083932081]}"
00000000000000000f44,-7.4068,28.0312,"{""type"":""Point"",""coordinates"":[28.031197902165236,-7.406798723028384]}"
00000000000000000fc3,-7.5047,28.4614,"{""type"":""Point"",""coordinates"":[28.461398594498537,-7.504698286656788]}"
00000000000000000d50,-7.4646,28.7201,"{""type"":""Point"",""coordinates"":[28.72009780121525,-7.464602049984202]}"
00000000000000000d51,-7.4342,28.7048,"{""type"":""Point"",""coordinates"":[28.704798625500878,-7.434199899001808]}"
00000000000000000d52,-7.4399,28.7038,"{""type"":""Point"",""coordinates"":[28.70379978686491,-7.439898630148113]}"
00000000000000000d53,-7.6314,28.5843,"{""type"":""Point"",""coordinates"":[28.58430033773361,-7.631399183989398]}"
00000000000000000d78,-7.2187,28.864,"{""type"":""Point"",""coordinates"":[28.86400191041206,-7.218700463290873]}"
00000000000000000563,-7.862,28.265,"{""type"":""Point"",""coordinates"":[28.26500194770057,-7.862001594968354]}"
000000000000000005af,-7.36558,28.07189,"{""type"":""Point"",""coordinates"":[28.071891658378984,-7.365578792890331]}"
00000000000000000699,-7.402898,28.032757,"{""type"":""Point"",""coordinates"":[28.032758587533944,-7.402897009606618]}"
000000000000000006a9,-7.3636388889,28.0169444444,"{""type"":""Point"",""coordinates"":[28.01694661519843,-7.363639083932081]}"
000000000000000006b4,-7.379471,28.073759,"{""type"":""Point"",""coordinates"":[28.073760021720382,-7.379468892671813]}"
00000000000000000d54,-7.5142,28.6531,"{""type"":""Point"",""coordinates"":[28.653099807887227,-7.514200631001681]}"
00000000000000000dd0,-7.379471,28.073759,"{""type"":""Point"",""coordinates"":[28.073760021720382,-7.379468892671813]}"
00000000000000000dd1,-7.367224,28.073179,"{""type"":""Point"",""coordinates"":[28.07318033858343,-7.3672242011790505]}"
00000000000000000dd2,-7.402898,28.032757,"{""type"":""Point"",""coordinates"":[28.032758587533944,-7.402897009606618]}"
00000000000000000dd6,-7.36558,28.07189,"{""type"":""Point"",""coordinates"":[28.071891658378984,-7.365578792890331]}"
00000000000000000dd7,-7.35111,28.05128,"{""type"":""Point"",""coordinates"":[28.05128169330996,-7.351109009971897]}"
00000000000000000dd8,-7.35589,28.05126,"{""type"":""Point"",""coordinates"":[28.051259397804685,-7.355889166301192]}"
00000000000000000ddb,-7.3728,28.0611,"{""type"":""Point"",""coordinates"":[28.061100633829643,-7.37279807749586]}"
00000000000000000ddc,-7.3954,28.0368,"{""type"":""Point"",""coordinates"":[28.03679853308837,-7.395401260735777]}"
00000000000000000ddd,-7.4068,28.0312,"{""type"":""Point"",""coordinates"":[28.031197902165236,-7.406798723028384]}"
00000000000000000dde,-7.3996,28.0337,"{""type"":""Point"",""coordinates"":[28.033699457856223,-7.399601733928123]}"
00000000000000000ddf,-7.378,28.0643,"{""type"":""Point"",""coordinates"":[28.064297809284966,-7.378001848425231]}"
00000000000000000e3d,-7.41148,28.48975,"{""type"":""Point"",""coordinates"":[28.489749558996344,-7.411480779134501]}"
00000000000000000e3e,-7.4431,28.4599,"{""type"":""Point"",""coordinates"":[28.459900336544578,-7.443100264704485]}"
00000000000000000e3f,-7.5047,28.4614,"{""type"":""Point"",""coordinates"":[28.461398594498537,-7.504698286656788]}"
0000000000000000059d,-7.379471,28.073759,"{""type"":""Point"",""coordinates"":[28.073760021720382,-7.379468892671813]}"
0000000000000000059e,-7.371176,28.067468,"{""type"":""Point"",""coordinates"":[28.067468230133965,-7.371174964712404]}"
0000000000000000059f,-7.367224,28.073179,"{""type"":""Point"",""coordinates"":[28.07318033858343,-7.3672242011790505]}"
000000000000000005b6,-7.402898,28.032757,"{""type"":""Point"",""coordinates"":[28.032758587533944,-7.402897009606618]}"
00000000000000000470,-7.668444,28.827917,"{""type"":""Point"",""coordinates"":[28.82791886468757,-7.668445395541427]}"
000000000000000005ac,-7.862,28.265,"{""type"":""Point"",""coordinates"":[28.26500194770057,-7.862001594968354]}"
000000000000000005ad,-7.666666,28.3,"{""type"":""Point"",""coordinates"":[28.300001431869063,-7.666666214221101]}"
