system:index,latitude,longitude,.geo
00000000000000000ee8,-8.2803166667,27.4296266667,"{""type"":""Point"",""coordinates"":[27.429625038145904,-8.280318782994216]}"
00000000000000000ee9,-8.5662016667,27.50775,"{""type"":""Point"",""coordinates"":[27.507748488602278,-8.566200669732739]}"
00000000000000000eeb,-8.6274566667,27.314205,"{""type"":""Point"",""coordinates"":[27.314205666478518,-8.627455340903925]}"
00000000000000000eec,-8.5737883333,27.4050283333,"{""type"":""Point"",""coordinates"":[27.4050286367351,-8.573790059725706]}"
00000000000000000eee,-8.5887483333,27.39786,"{""type"":""Point"",""coordinates"":[27.39785840224116,-8.588750343760015]}"
00000000000000000ef3,-8.6301683333,27.3274483333,"{""type"":""Point"",""coordinates"":[27.327449196607244,-8.63016647434442]}"
00000000000000000ef6,-8.5834366667,27.5400966667,"{""type"":""Point"",""coordinates"":[27.540094807643975,-8.583435095304306]}"
00000000000000000f11,-8.5932777778,27.3648333333,"{""type"":""Point"",""coordinates"":[27.364834299839337,-8.593276331329262]}"
00000000000000000f4d,-8.645777778,27.35416667,"{""type"":""Point"",""coordinates"":[27.354168130119497,-8.645777787132534]}"
00000000000000000f4e,-8.644194444,27.35105556,"{""type"":""Point"",""coordinates"":[27.351055677584196,-8.644194806258563]}"
00000000000000000f4f,-8.622416667,27.33927778,"{""type"":""Point"",""coordinates"":[27.33927919170204,-8.622416556713533]}"
00000000000000000f50,-8.608694444,27.3265,"{""type"":""Point"",""coordinates"":[27.326499408082867,-8.608695902772077]}"
00000000000000000f51,-8.607972222,27.33719444,"{""type"":""Point"",""coordinates"":[27.33719233240903,-8.60797352840142]}"
00000000000000000f52,-8.528888889,27.43797222,"{""type"":""Point"",""coordinates"":[27.437972475317956,-8.528886912117503]}"
00000000000000000f53,-8.578472222,27.58661111,"{""type"":""Point"",""coordinates"":[27.586612149833524,-8.578472115831822]}"
00000000000000000f54,-8.41675,27.86869444,"{""type"":""Point"",""coordinates"":[27.86869488247451,-8.416749438825446]}"
00000000000000000586,-8.2619917372,27.1167038032,"{""type"":""Point"",""coordinates"":[27.116703162619288,-8.261991877664554]}"
000000000000000007db,-8.2619917372,27.1167038032,"{""type"":""Point"",""coordinates"":[27.116703162619288,-8.261991877664554]}"
0000000000000000057c,-8.5932777778,27.3648333333,"{""type"":""Point"",""coordinates"":[27.364834299839337,-8.593276331329262]}"
000000000000000005c1,-8.60881,27.32355,"{""type"":""Point"",""coordinates"":[27.323551942286535,-8.608811839399468]}"
0000000000000000069a,-8.5845083333,27.4485116667,"{""type"":""Point"",""coordinates"":[27.448513790208303,-8.584509738658188]}"
0000000000000000069b,-8.5779516667,27.4892033333,"{""type"":""Point"",""coordinates"":[27.489203087321,-8.577950401008568]}"
0000000000000000069e,-8.53585,27.4253116667,"{""type"":""Point"",""coordinates"":[27.425313087427227,-8.535852027962987]}"
000000000000000006a2,-8.5834366667,27.5400966667,"{""type"":""Point"",""coordinates"":[27.540094807643975,-8.583435095304306]}"
000000000000000006ad,-8.1328,27.5329,"{""type"":""Point"",""coordinates"":[27.532897818543717,-8.132798342843069]}"
000000000000000006b6,-8.5808,27.4734,"{""type"":""Point"",""coordinates"":[27.473400033187584,-8.580799766581721]}"
000000000000000006b7,-8.5672777778,27.4774444444,"{""type"":""Point"",""coordinates"":[27.477444437843065,-8.567279772187675]}"
000000000000000007ea,-8.5770316667,27.3795083333,"{""type"":""Point"",""coordinates"":[27.379509201406233,-8.577031826191561]}"
000000000000000007ec,-8.5927533333,27.3558,"{""type"":""Point"",""coordinates"":[27.355800161105055,-8.592754616506008]}"
000000000000000007f8,-8.608694444,27.3265,"{""type"":""Point"",""coordinates"":[27.326499408082867,-8.608695902772077]}"
00000000000000000807,-8.5834366667,27.5400966667,"{""type"":""Point"",""coordinates"":[27.540094807643975,-8.583435095304306]}"
0000000000000000081a,-8.5662016667,27.50775,"{""type"":""Point"",""coordinates"":[27.507748488602278,-8.566200669732739]}"
0000000000000000082a,-8.56866667,27.49969444,"{""type"":""Point"",""coordinates"":[27.49969535209976,-8.568666552615294]}"
0000000000000000082d,-8.5887483333,27.39786,"{""type"":""Point"",""coordinates"":[27.39785840224116,-8.588750343760015]}"
0000000000000000082b,-8.66313,27.7344533333,"{""type"":""Point"",""coordinates"":[27.734453645260515,-8.663128149331492]}"
000000000000000007eb,-8.5770316667,27.3795083333,"{""type"":""Point"",""coordinates"":[27.379509201406233,-8.577031826191561]}"
000000000000000007ed,-8.5927533333,27.3558,"{""type"":""Point"",""coordinates"":[27.355800161105055,-8.592754616506008]}"
000000000000000007ef,-8.6221166667,27.32846,"{""type"":""Point"",""coordinates"":[27.328461412546382,-8.62211779694295]}"
000000000000000007f3,-8.6301683333,27.3274483333,"{""type"":""Point"",""coordinates"":[27.327449196607244,-8.63016647434442]}"
000000000000000007f6,-8.60881,27.32355,"{""type"":""Point"",""coordinates"":[27.323551942286535,-8.608811839399468]}"
000000000000000007f7,-8.53585,27.4253116667,"{""type"":""Point"",""coordinates"":[27.425313087427227,-8.535852027962987]}"
000000000000000007fe,-8.3338683333,27.4074766667,"{""type"":""Point"",""coordinates"":[27.407476683213446,-8.333868127545047]}"
000000000000000007ff,-8.2803166667,27.4296266667,"{""type"":""Point"",""coordinates"":[27.429625038145904,-8.280318782994216]}"
00000000000000000803,-8.5845083333,27.4485116667,"{""type"":""Point"",""coordinates"":[27.448513790208303,-8.584509738658188]}"
00000000000000000808,-8.5834366667,27.5400966667,"{""type"":""Point"",""coordinates"":[27.540094807643975,-8.583435095304306]}"
0000000000000000080a,-8.6274566667,27.314205,"{""type"":""Point"",""coordinates"":[27.314205666478518,-8.627455340903925]}"
00000000000000000812,-8.3932766667,27.3144933333,"{""type"":""Point"",""coordinates"":[27.31449550804699,-8.39327673088011]}"
0000000000000000081b,-8.5662016667,27.50775,"{""type"":""Point"",""coordinates"":[27.507748488602278,-8.566200669732739]}"
00000000000000000823,-8.5808,27.4734,"{""type"":""Point"",""coordinates"":[27.473400033187584,-8.580799766581721]}"
00000000000000000824,-8.5672777778,27.4774444444,"{""type"":""Point"",""coordinates"":[27.477444437843065,-8.567279772187675]}"
00000000000000000825,-8.5779516667,27.4892033333,"{""type"":""Point"",""coordinates"":[27.489203087321,-8.577950401008568]}"
0000000000000000082c,-8.5737883333,27.4050283333,"{""type"":""Point"",""coordinates"":[27.4050286367351,-8.573790059725706]}"
0000000000000000082e,-8.5887483333,27.39786,"{""type"":""Point"",""coordinates"":[27.39785840224116,-8.588750343760015]}"
0000000000000000082f,-8.418595,27.865865,"{""type"":""Point"",""coordinates"":[27.865863353305567,-8.418595506661571]}"
00000000000000000830,-8.4020383333,27.87116,"{""type"":""Point"",""coordinates"":[27.871160765357068,-8.402038864450128]}"
