FID,vid,cid,id,source,project,pcode,name,visit_date,visit_onsite,visit_onsite_novisitreason,geom,longitude,latitude,location_origin,province,province_old,territoire,collectivite,groupement,village,workers_numb,access_dry,access_wet,is_3t_mine,is_gold_mine,mineral1,selling_points_mineral1,final_destination_mineral1,mineral2,selling_points_mineral2,final_destination_mineral2,mineral3,selling_points_mineral3,final_destination_mineral3,mercury,presence,interference,armed_group1,type_armed_group1,frequency_armed_group1,taxation_armed_group1,commerce_taxation_armed_group1,entrance_taxation_armed_group1,monopoly_armed_group1,buying_minerals_armed_group1,digging_armed_group1,forced_labour_armed_group1,pillaging_armed_group1,armed_group2,type_armed_group2,frequency_armed_group2,taxation_armed_group2,commerce_taxation_armed_group2,entrance_taxation_armed_group2,monopoly_armed_group2,buying_minerals_armed_group2,digging_armed_group2,forced_labour_armed_group2,pillaging_armed_group2,state_service1,state_service2,state_service3,state_service4,itsci,traceability,qualification,childunder15,childunder15work,women,womenwork
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_339f,4524,49,49,Third-party,BGR,codmine03437,Bridon,2019-05-15,1,Third-party information,POINT (25.46366167 -10.70856),25.46366167,-10.70856,GPS,Lualaba,Katanga,Mutshatsha,,,Kolwezi,80,,,0,0,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33a0,4525,50,50,Third-party,BGR,codmine03438,Kabamba,2019-05-15,1,Third-party information,POINT (25.62680667 -10.623775),25.62680667,-10.623775,GPS,Lualaba,Katanga,Mutshatsha,,,,1500,,,0,0,Cuivre,,,Fer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33a1,4526,51,51,Third-party,BGR,codmine03439,Mwilu,2019-05-15,1,Third-party information,POINT (25.49461019 -10.67724236),25.49461019,-10.67724236,GPS,Lualaba,Katanga,Mutshatsha,,,,20,,,0,0,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33a2,4527,52,52,Third-party,BGR,codmine03440,Ndjukumabwe,2019-05-15,1,Third-party information,POINT (25.50034194 -10.67642924),25.50034194,-10.67642924,GPS,Lualaba,Katanga,Mutshatsha,,,,280,,,0,0,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33a3,4528,53,53,Third-party,BGR,codmine03441,Mutoshi Mining,2019-05-15,1,Third-party information,POINT (25.52808425 -10.68589914),25.52808425,-10.68589914,GPS,Lualaba,Katanga,Mutshatsha,,,Kolwezi,4141,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33a4,4529,54,54,Third-party,BGR,codmine03442,Ruwe,2019-05-15,1,Third-party information,POINT (25.54222705 -10.67804595),25.54222705,-10.67804595,GPS,Lualaba,Katanga,Mutshatsha,,,Kolwezi,1200,,,0,1,Cuivre,,,Cobalt,,,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33a5,4530,55,55,Third-party,BGR,codmine03443,Twilizembe intermediaire,2019-05-15,1,Third-party information,POINT (25.71216684 -10.79524355),25.71216684,-10.79524355,GPS,Lualaba,Katanga,Mutshatsha,,,,50,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33a6,4531,56,56,Third-party,BGR,codmine03444,Mulondo 2,2019-05-15,1,Third-party information,POINT (25.8462785 -10.86301789),25.8462785,-10.86301789,GPS,Lualaba,Katanga,Mutshatsha,,,,320,,,0,1,Cuivre,,,Cobalt,,,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33a7,4532,57,57,Third-party,BGR,codmine03445,Mulondo 1,2019-05-15,1,Third-party information,POINT (25.84304605 -10.8636547),25.84304605,-10.8636547,GPS,Lualaba,Katanga,Mutshatsha,,,,793,,,0,1,Cuivre,,,Cobalt,,,Or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33a8,4533,58,58,Third-party,BGR,codmine03446,Chache,2019-05-15,1,Third-party information,POINT (25.88979156 -10.97745621),25.88979156,-10.97745621,GPS,Lualaba,Katanga,Mutshatsha,,,,50,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33a9,4534,59,59,Third-party,BGR,codmine03447,Kabundji,2019-05-15,1,Third-party information,POINT (26.00222059 -10.95521337),26.00222059,-10.95521337,GPS,Lualaba,Katanga,Mutshatsha,,,,50,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33aa,4535,60,60,Third-party,BGR,codmine03448,Kanalonga,2019-05-15,1,Third-party information,POINT (25.43322167 -10.972575),25.43322167,-10.972575,GPS,Lualaba,Katanga,Mutshatsha,,,,25,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33ab,4536,61,61,Third-party,BGR,codmine03449,Tulizembe,2019-05-15,1,Third-party information,POINT (25.69012167 -10.79378),25.69012167,-10.79378,GPS,Lualaba,Katanga,Mutshatsha,,,,600,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33ac,4537,62,62,Third-party,BGR,codmine03450,Chabara Kansunki,2019-05-15,1,Third-party information,POINT (25.858 -10.73674),25.858,-10.73674,GPS,Lualaba,Katanga,Mutshatsha,,,,520,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33ad,4538,63,63,Third-party,BGR,codmine03451,EMAK-C,2019-05-15,1,Third-party information,POINT (25.85608167 -10.74141333),25.85608167,-10.74141333,GPS,Lualaba,Katanga,Mutshatsha,,,,300,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33ae,4539,64,64,Third-party,BGR,codmine03452,Kayebala,2019-05-15,1,Third-party information,POINT (25.778965 -10.63622667),25.778965,-10.63622667,GPS,Lualaba,Katanga,Mutshatsha,,,,500,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33af,4540,65,65,Third-party,BGR,codmine03453,Lenge,2019-05-15,1,Third-party information,POINT (25.80456833 -10.62435167),25.80456833,-10.62435167,GPS,Lualaba,Katanga,Mutshatsha,,,,2000,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33b0,4541,66,66,Third-party,BGR,codmine03454,Mushima,2019-05-15,1,Third-party information,POINT (25.45453685 -11.17191199),25.45453685,-11.17191199,GPS,Lualaba,Katanga,Mutshatsha,,,,48,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33b1,4542,67,67,Third-party,BGR,codmine03455,Goma1,2019-05-15,1,Third-party information,POINT (25.88338167 -10.612915),25.88338167,-10.612915,GPS,Lualaba,Katanga,Mutshatsha,,,,150,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33b2,4543,68,68,Third-party,BGR,codmine03456,Goma2,2019-05-15,1,Third-party information,POINT (25.89816 -10.623785),25.89816,-10.623785,GPS,Lualaba,Katanga,Mutshatsha,,,,80,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33b3,4544,69,69,Third-party,BGR,codmine03457,Kimbalasani,2019-05-15,1,Third-party information,POINT (26.33572167 -10.71740833),26.33572167,-10.71740833,GPS,Lualaba,Katanga,Lubudi,,,,150,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33b4,4545,70,70,Third-party,BGR,codmine03458,Kansuki Kimbalasani,2019-05-15,1,Third-party information,POINT (26.33361167 -10.72696),26.33361167,-10.72696,GPS,Lualaba,Katanga,Lubudi,,,,340,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33b5,4546,71,71,Third-party,BGR,codmine03459,Kafwaya,2019-05-15,0,Third-party information,POINT (26.25246333 -10.64293833),26.25246333,-10.64293833,Approximation,Lualaba,Katanga,Lubudi,,,,2500,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33b6,4547,72,72,Third-party,BGR,codmine03460,Tilwizembe intermediaire,2019-05-15,1,Third-party information,POINT (25.72107333 -10.78864333),25.72107333,-10.78864333,GPS,Lualaba,Katanga,Mutshatsha,,,,135,,,0,0,Cuivre,,,Cobalt,,,Manganèse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33b7,4548,73,73,Third-party,BGR,codmine03461,Shikiya Bintu,2019-05-15,1,Third-party information,POINT (25.71019167 -10.76610167),25.71019167,-10.76610167,GPS,Lualaba,Katanga,Mutshatsha,,,,300,,,0,0,Cobalt,,,Fer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33b8,4549,74,74,Third-party,BGR,codmine03462,ZEA 289,2019-05-15,1,Third-party information,POINT (25.94251792 -10.77192177),25.94251792,-10.77192177,GPS,Lualaba,Katanga,Mutshatsha,,,,0,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33b9,4550,75,75,Third-party,BGR,codmine03463,Menda,2019-05-15,0,Third-party information,POINT (26.12557299 -10.60250486),26.12557299,-10.60250486,Approximation,Lualaba,Katanga,Lubudi,,,,4000,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33ba,4551,76,76,Third-party,BGR,codmine03464,Kate,2019-05-15,1,Third-party information,POINT (26.4566801 -10.43348802),26.4566801,-10.43348802,GPS,Lualaba,Katanga,Lubudi,,,,78,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33bb,4552,77,77,Third-party,BGR,codmine03465,Kayebe,2019-05-15,1,Third-party information,POINT (26.6075572 -10.4195974),26.6075572,-10.4195974,GPS,Lualaba,Katanga,Lubudi,,,,15,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33bc,4553,78,78,Third-party,BGR,codmine03466,Kanzele,2019-05-15,1,Third-party information,POINT (26.45528755 -10.82946921),26.45528755,-10.82946921,GPS,Lualaba,Katanga,Lubudi,,,,20,,,0,0,Cuivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33bd,4554,79,79,Third-party,BGR,codmine03467,Kimbeja,2019-05-15,0,Third-party information,POINT (26.40971217 -10.74254048),26.40971217,-10.74254048,Approximation,Lualaba,Katanga,Lubudi,,,,4000,,,0,0,Cuivre,,,Cobalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33be,4555,3365,19,IPIS,IPIS - Due Diligence,codmine00687,Tukutu,2019-10-30,1,,POINT (27.729217333682545 -2.2345835915780863),27.72921733,-2.23458359,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba-Nord,Nyambembe/Bionga,250,less2h,less2h,1,0,Cassitérite,Nyambembe,Bukavu.,Coltan,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Quotidien,0,0,0,0,0,0,1,0,Raïa Mutomboki,Groupe armé local,Aléatoire,1,1,0,0,0,1,0,1,SAESSCAM,Division des mines,,,Actif,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33bf,4556,3366,30,IPIS,IPIS - Due Diligence,codmine00886,Misheke G18,2019-10-31,1,,POINT (28.483992 -2.748706),28.483992,-2.748706,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Luntukulu,350,carmoto,carmoto,1,0,Cassitérite,Luntukulu,Bukavu,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,Actif,iTSCI,,0,,1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33c0,4557,3367,42,IPIS,IPIS - Due Diligence,codmine01355,Mayengo,2019-10-31,1,,POINT (28.4681388889 -3.0785555556),28.46813889,-3.07855556,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Basile,Batumba,Kalungu,249,less2h,less2h,1,0,Cassitérite,Mwenga,Bukavu,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,Chefferie,,Actif,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33c1,4558,3368,62,IPIS,IPIS - Due Diligence,codmine02778,Kamangungulu,2019-10-31,1,,POINT (27.7362066666666 -2.2172533333333333),27.73620667,-2.21725333,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,,,100,less2h,less2h,1,0,Coltan,Nyabembe,Bukavu,Cassitérite,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,Actif,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33c2,4559,3369,29,IPIS,IPIS - Due Diligence,codmine00884,Colline 6,2019-11-01,1,,POINT (28.479672 -2.734472),28.479672,-2.734472,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Ndiba/Luntukulu,80,less2h,less2h,1,0,Cassitérite,Luntukulu,Bukavu,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,Chefferie,,Actif,iTSCI,,0,,1,"Creuser, Plongeur, Concassage, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33c3,4560,3370,31,IPIS,IPIS - Due Diligence,codmine00887,Kilima Kwale,2019-11-01,1,,POINT (28.490561 -2.742668),28.490561,-2.742668,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Champemba,35,less2h,more2h,1,0,Cassitérite,Luntukulu,Bukavu,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,Actif,iTSCI,,0,,1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33c4,4561,3371,67,IPIS,IPIS - Due Diligence,codmine02187,Kitumba,2019-11-01,1,,POINT (27.64540833333333 -2.29427833333333),27.64540833,-2.29427833,Numérisation (village),Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba nord,Lulingu,50,less2h,less2h,1,0,Cassitérite,Tchonka,Bukavu,Coltan,,,,,,,1,1,FARDC,FARDC - Éléments indisciplinés,Aléatoire,0,1,0,0,0,0,1,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,Actif,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33c5,4562,3372,6,IPIS,IPIS - Due Diligence,codmine00625,Bengo,2019-11-02,1,,POINT (26.5435 -2.6418888889),26.5435,-2.64188889,GPS,Maniema,Maniema,Pangi,Beia,Yuwa,Camp Bengo II,99,less2h,more2h,1,0,Cassitérite,Kalima,Kalemie,Wolframite,,,,,,,0,0,,0,Une fois tous les 15 jours,0,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,Police des Mines,ITSCi,Actif,iTSCI,,1,"Creuser, Lavage, Traiter les déchets",1,"Creuser, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33c6,4563,3373,28,IPIS,IPIS - Due Diligence,codmine00883,Mushangi D8,2019-11-02,1,,POINT (28.48877166666667 -2.710513333333333),28.48877167,-2.71051333,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Maziba,80,less2h,less2h,1,0,Cassitérite,"Luntukulu, Nzibira",Bukavu,Wolframite,,,,,,,1,1,Raïa Mutomboki,Groupe armé local,Aléatoire,1,1,0,0,0,0,0,1,,0,,,,,,,,,,SAESSCAM,Division des mines,Chefferie,,Actif,iTSCI,,0,,1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33c7,4564,3374,40,IPIS,IPIS - Due Diligence,codmine01131,Wimbi,2019-11-03,1,,POINT (28.384 -3.0785277778),28.384,-3.07852778,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Basile,Bawanda,Wimbi,10,more2h,more2h,0,0,Saphir,"Wimbi, Mwenga",Bukavu,Zircon,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33c8,4565,3375,73,IPIS,IPIS - Due Diligence,codmine02799,Mushebeyi,2019-11-03,1,,POINT (28.4741466667 -2.7138566667),28.47414667,-2.71385667,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Mulambula,40,less2h,less2h,1,0,Wolframite,"Luntukulu, Nzibira",Bukavu,,,,,,,,1,1,Raïa Mutomboki,Groupe armé local,Plus d'une fois par semaine,1,1,0,0,0,0,0,1,,0,,,,,,,,,,,,,,Actif,iTSCI,,0,,1,"Creuser, Plongeur, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33c9,4566,3376,91,IPIS,IPIS - Due Diligence,codmine03050,Nsolo,2019-11-03,1,,POINT (26.974116666666667 -3.2020016666666664),26.97411667,-3.20200167,GPS,Maniema,Maniema,Pangi,Beia,,,36,more2h,more2h,1,0,Cassitérite,N'solo,Kalemie,,,,,,,,0,0,,0,Aléatoire,0,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,Actif,iTSCI,,0,,1,"Lavage, Transport des minerais"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33ca,4567,3377,7,IPIS,IPIS - Due Diligence,codmine00626,Bunza,2019-11-04,1,,POINT (26.5376944444 -2.6629166667),26.53769444,-2.66291667,GPS,Maniema,Maniema,Pangi,Beia,Yuwa,Camp Bunza,74,less2h,less2h,1,0,Cassitérite,Kalima,Kalemie,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,,,,Actif,iTSCI,,1,"Creuser, Traiter les déchets",1,"Creuser, Lavage, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33cb,4568,3378,20,IPIS,IPIS - Due Diligence,codmine00688,Wameri,2019-11-04,1,,POINT (27.621778 -2.33597),27.621778,-2.33597,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba-Nord,Kato/Wameri,65,more2h,more2h,1,0,Cassitérite,Lulingu,Bukavu,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,Chefferie,,Actif,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33cc,4569,3379,21,IPIS,IPIS - Due Diligence,codmine00690,Lutongo,2019-11-05,1,,POINT (27.628627 -2.34514),27.628627,-2.34514,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Bamuguba-Nord,Wameri/Lulingu,15,less2h,less2h,1,0,Cassitérite,Lulingu,Bukavu,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,,,,,Actif,iTSCI,,0,,1,Lavage
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33cd,4570,3380,24,IPIS,IPIS - Due Diligence,codmine00775,Misela,2019-11-05,1,,POINT (28.53404902 -2.90509899),28.53404902,-2.90509899,GPS,Sud-Kivu,Sud-Kivu,Mwenga,Lwindi,Ihanga,Kalama,170,less2h,less2h,1,0,Cassitérite,"Misela, kalema",Bukavu,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,Actif,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33ce,4571,3381,78,IPIS,IPIS - Due Diligence,codmine02919,Zolazola,2019-11-05,1,,POINT (28.491945 -2.6942416667),28.491945,-2.69424167,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Nyamwerwe,100,less2h,less2h,1,0,Cassitérite,Nzibira,Bukavu,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,ITSCi,,Actif,iTSCI,,0,,1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33cf,4572,3382,12,IPIS,IPIS - Due Diligence,codmine00631,Masimelo,2019-11-06,1,,POINT (26.5294444444 -2.5519722222),26.52944444,-2.55197222,GPS,Maniema,Maniema,Pangi,Beia,Ulimba,Camp Masimelo,74,more2h,more2h,1,0,Cassitérite,"Masimelo, Kalema",Kalemie,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,iTSCi,,Actif,iTSCI,,0,,1,"Creuser, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33d0,4573,3383,32,IPIS,IPIS - Due Diligence,codmine00890,Zolazola D23,2019-11-06,1,,POINT (28.490511666666666 -2.69020666666666),28.49051167,-2.69020667,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Namwerwe,200,less2h,less2h,1,0,Cassitérite,Nzibira,Bukavu,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,Chefferie,Police de Mine,Actif,iTSCI,,0,,1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33d1,4574,3384,37,IPIS,IPIS - Due Diligence,codmine01095,Camp Tembo,2019-11-06,1,,POINT (26.878813 -2.954994),26.878813,-2.954994,GPS,Maniema,Maniema,Pangi,Beia,Kayeye,Katembo,500,more2h,more2h,1,0,Cassitérite,Kizigaziga,Kalemie,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,DGRMA,,Actif,iTSCI,,1,Lavage,1,"Creuser, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33d2,4575,3385,83,IPIS,IPIS - Due Diligence,codmine03000,G4,2019-11-06,1,,POINT (27.5715933333 -2.3119333333),27.57159333,-2.31193333,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,Baliga,Kamulila,20,more2h,more2h,1,0,Cassitérite,Lulingu,Bukavu,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Chefferie,Division des mines,DPEMER ou DGRAD,Actif,iTSCI,,0,,0,
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33d3,4576,3386,94,IPIS,IPIS - Due Diligence,codmine03147,Lukembe ll,2019-11-06,1,,POINT (26.8100483333 -2.864855),26.81004833,-2.864855,GPS,Maniema,Maniema,Pangi,Beia,N'sangi,Kayeye,150,less2h,less2h,1,0,Cassitérite,Kayeye,Kalemie,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,Actif,iTSCI,,0,,1,"Lavage, Transport des minerais"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33d4,4577,3387,35,IPIS,IPIS - Due Diligence,codmine00928,Chaminyago,2019-11-07,1,,POINT (28.48931 -2.67889),28.48931,-2.67889,GPS,Sud-Kivu,Sud-Kivu,Walungu,Ngweshe,Mulamba,Nshanga,200,carmoto,carmoto,1,0,Cassitérite,Nzibira,Bukavu,,,,,,,,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,SAESSCAM,Division des mines,,,Actif,iTSCI,,0,,1,"Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets"
cod_mines_curated_all_opendata_p_ipis.fid--3e60154c_17e6949c6d6_33d5,4578,3388,66,IPIS,IPIS - Due Diligence,codmine02786,Lubilokwa,2019-11-07,0,Insécurité,POINT (27.6399 -2.2594),27.6399,-2.2594,GPS,Sud-Kivu,Sud-Kivu,Shabunda,Bakisi,,,24,more2h,more2h,1,0,Cassitérite,Tchonka,Bukavu,Coltan,,,,,,,1,1,Raïa Mutomboki,Groupe armé local,Une fois par mois,1,0,0,0,0,0,0,0,,0,,,,,,,,,,SAESSCAM,Division des mines,,,Actif,iTSCI,,0,,0,
