Mininum Longitude,Minimum Latitude,Maximum Longitude,Maximum Latitude,Percent Vegetation Loss,Percent Bare Initial,Percent Significant VH Values,Average NIR/G,Average SWIR1/B,NASA Elev,GEDI Elev,Elev Loss,GEDI Qual. Flag,B5 Value,B6 Value,Center Lon,Center Lat,Elevation Score,Band Variation Score,Status
26.62238045,-10.91562138,26.62467143,-10.91337219,23.87696528,23.73363334,19.40041697,0.3724625,0.605607112,1365.174805,3563.482022,2201.97504,-999,0.143959037,0.171930349,26.62352594,-10.91449679,4,6,Pass,Fail
26.6407083,-10.91562138,26.64299928,-10.91337219,26.6912633,26.54736402,11.64903535,0.436923588,0.603502899,1306.559856,3171.395412,1866.513362,-999,0.13960706,0.187745843,26.64185379,-10.91449679,4,5,Pass,Fail
26.69340086,-10.91562138,26.69569185,-10.91337219,100,71.87358743,28.99596871,0.371930888,0.581888389,1335.937645,1336.733856,7.098655247,0.189732143,0.153990056,0.182169564,26.69454636,-10.91449679,4,3,Pass,Pass
26.69569185,-10.91562138,26.69798283,-10.91337219,100,54.01230237,40.55138483,0.379665188,0.582804308,1341.298569,1922.556015,584.9589902,0.562913907,0.147158383,0.177690686,26.69683734,-10.91449679,0,0,Pass,Pass
26.61779849,-10.91787058,26.62008947,-10.91562138,48.47901496,47.22242698,28.78673204,0.342079162,0.602521144,1358.607168,1357.339555,6.979770841,1,0.139764047,0.163867151,26.61894398,-10.91674598,3,1,Pass,Pass
26.63154437,-10.91787058,26.63383535,-10.91562138,22.50663701,15.59810972,47.19073147,0.402682808,0.616367905,1333.282226,3608.41333,2286.236694,-999,0.145824297,0.173548133,26.63268986,-10.91674598,3,7,Pass,Pass
26.69569185,-10.91787058,26.69798283,-10.91562138,73.40424003,27.09789344,27.49853104,0.3584185,0.571281407,1340.498619,1239.497175,-95.28181909,-999,0.145646381,0.172007056,26.69683734,-10.91674598,1,3,Pass,Pass
26.61779849,-10.92011977,26.62008947,-10.91787058,46.3157767,78.35761861,58.81776352,0.334149959,0.607122969,1350.508094,2842.45474,1494.975449,0.782978723,0.14952695,0.173117373,26.61894398,-10.91899518,3,0,Pass,Pass
26.62008947,-10.92011977,26.62238045,-10.91787058,63.05731061,57.37659447,11.30772639,0.346342992,0.608129108,1355.881663,1354.880737,7.6640625,1,0.149744315,0.172106332,26.62123496,-10.91899518,3,3,Pass,Fail
26.64758124,-10.92011977,26.64987222,-10.91787058,29.67336909,20.00232801,12.63448533,0.422128773,0.613659841,1300.875968,5578.211817,4281.01352,-999,0.126542084,0.171094647,26.64872673,-10.91899518,5,4,Pass,Fail
26.69340086,-10.92011977,26.69569185,-10.91787058,39.97414684,37.80251305,46.08963789,0.369845889,0.624560543,1329.287231,4536.594417,3208.886212,0.5,0.143760392,0.161853483,26.69454636,-10.91899518,5,5,Pass,Pass
26.69569185,-10.92011977,26.69798283,-10.91787058,35.27986916,49.79165283,37.13265133,0.367061388,0.602114887,1332.412177,2937.657933,1610.765428,0.481341719,0.143242539,0.164911233,26.69683734,-10.91899518,4,4,Pass,Pass
26.61779849,-10.92236897,26.62008947,-10.92011977,56.92916047,55.96978828,31.30821323,0.339915867,0.603467459,1341.322394,4376.345665,3040.158935,-999,0.14706651,0.170929733,26.61894398,-10.92124437,3,0,Pass,Pass
26.62008947,-10.92236897,26.62238045,-10.92011977,85.93366222,85.5755495,10.17361332,0.356653245,0.626244579,1347.101145,1348.168003,5.58598607,1,0.160066518,0.181283521,26.62123496,-10.92124437,4,4,Pass,Fail
26.69110988,-10.92236897,26.69340086,-10.92011977,0,42.26778065,58.73521271,0.38222748,0.631289767,1328.355149,1251.062258,-73.1086648,-999,0.15291414,0.171422268,26.69225537,-10.92124437,5,4,Pass,Pass
26.69569185,-10.92236897,26.69798283,-10.92011977,19.51473344,27.77072865,16.65332509,0.395774332,0.618729756,1321.794464,2994.947905,1676.27464,0.739579275,0.136760844,0.170745064,26.69683734,-10.92124437,5,8,Pass,Fail
26.62008947,-10.92461816,26.62238045,-10.92236897,76.91766912,76.40026423,10.55349709,0.397390563,0.62847223,1335.722904,5188.739566,3856.214112,0.22245614,0.154581609,0.185434798,26.62123496,-10.92349357,4,2,Pass,Fail
26.69798283,-10.92686736,26.70027381,-10.92461816,37.01996928,32.84780024,50.334277,0.371765886,0.620953477,1319.567188,3464.253092,2142.173625,0.666666667,0.14414811,0.163910539,26.69912832,-10.92574276,3,3,Pass,Pass
26.62467143,-10.92911655,26.62696241,-10.92686736,38.69770829,38.53646684,11.45633832,0.409375821,0.633394859,1317.13107,1682.190196,369.5059733,0.947368421,0.140157614,0.175355296,26.62581692,-10.92799195,4,2,Pass,Fail
26.69569185,-10.92911655,26.69798283,-10.92686736,0,30.89037898,10.89481339,0.412513139,0.620727374,1312.353149,2313.554941,1005.174329,-999,0.155451676,0.192997161,26.69683734,-10.92799195,6,4,Pass,Fail
26.65674517,-10.93136575,26.65903615,-10.92911655,0,20.30821091,12.63446854,0.426413452,0.595081418,1291.209423,5665.648638,4378.984709,-999,0.13264182,0.172990519,26.65789066,-10.93024115,6,5,Pass,Fail
26.63612634,-10.93361494,26.63841732,-10.93136575,44.25167093,42.81847321,12.17205333,0.377967623,0.607951366,1291.138462,-999,-999,-999,0.140898016,0.167306884,26.63727183,-10.93249034,4,5,Pass,Fail
26.64758124,-10.93361494,26.64987222,-10.93136575,0,62.39251097,47.07514806,0.332880816,0.587501392,1282.907473,5895.668945,4616.714969,-999,0.166744199,0.189866547,26.64872673,-10.93249034,6,6,Pass,Pass
26.65674517,-10.93361494,26.65903615,-10.93136575,46.08695652,3.241950312,28.96295809,0.427803344,0.595450974,1290.125463,6552.628578,5266.923977,0.107250755,0.131089671,0.168166751,26.65789066,-10.93249034,5,5,Pass,Pass
26.62467143,-10.93586414,26.62696241,-10.93361494,20.42776642,11.68327451,28.47856653,0.261386298,0.396388767,1291.840775,1299.666695,6.534997451,1,0.108452343,0.12682594,26.62581692,-10.93473954,7,5,Pass,Pass
26.6521632,-10.93586414,26.65445418,-10.93361494,0,71.56796843,33.16901971,0.31499253,0.572843067,1284.905215,-999,-999,-999,0.149627684,0.170492133,26.65330869,-10.93473954,5,5,Pass,Pass
26.65903615,-10.93586414,26.66132713,-10.93361494,59.96853315,30.21748575,9.199257457,0.366167438,0.57195944,1291.539151,5533.423435,4245.346097,0.036773428,0.146242974,0.173545482,26.66018164,-10.93473954,5,3,Pass,Fail
26.62238045,-10.93811333,26.62467143,-10.93586414,68.94887367,71.87382461,33.7030068,0.323899299,0.599671052,1297.371733,1122.593876,-170.885512,0.065859198,0.159730028,0.178717176,26.62352594,-10.93698873,2,7,Pass,Pass
26.62696241,-10.93811333,26.62925339,-10.93586414,56.457484,56.15321609,54.44112423,0.313341485,0.584611852,1293.63675,-999,-999,-999,0.142588618,0.160669159,26.6281079,-10.93698873,2,4,Pass,Pass
26.62925339,-10.93811333,26.63154437,-10.93586414,84.72552691,65.14512223,51.87018895,0.319722498,0.584848151,1291.841643,4477.236503,3188.708368,-999,0.153735873,0.174282565,26.63039888,-10.93698873,3,5,Pass,Pass
26.64987222,-10.93811333,26.6521632,-10.93586414,0,73.09722398,28.96847446,0.308682107,0.564143595,1281.086851,4363.052477,3085.563586,-999,0.15444029,0.172875708,26.65101771,-10.93698873,7,4,Pass,Pass
26.65903615,-10.93811333,26.66132713,-10.93586414,100,93.09949116,15.87705151,0.335862178,0.589084827,1292.408255,8460.013465,7171.878523,-999,0.169994648,0.189053625,26.66018164,-10.93698873,5,5,Pass,Fail
26.62696241,-10.94036252,26.62925339,-10.93811333,78.43942505,78.17421166,71.19910769,0.321549396,0.601007177,1294.684789,1295.664237,4.360927516,0.740590031,0.174048849,0.192651602,26.6281079,-10.93923793,1,6,Pass,Pass
26.62925339,-10.94036252,26.63154437,-10.93811333,49.73264115,44.0418484,37.69429769,0.356708039,0.625666151,1293.277554,1487.204532,199.0013707,-999,0.155545059,0.180449266,26.63039888,-10.93923793,1,4,Pass,Pass
26.68194596,-10.94036252,26.68423694,-10.93811333,0,78.9083031,11.52796731,0.394335673,0.597247349,1340.376444,1342.432739,6.243983371,1,0.161252422,0.195466981,26.68309145,-10.93923793,5,5,Pass,Fail
26.62467143,-10.94261172,26.62696241,-10.94036252,32.5670564,31.19628854,36.10876639,0.372357638,0.615048695,1289.830725,1205.687471,-78.2586043,0.365329513,0.139127113,0.169690896,26.62581692,-10.94148712,6,5,Pass,Pass
26.62696241,-10.94261172,26.62925339,-10.94036252,27.3312412,23.18318105,14.59437889,0.387114626,0.61502961,1291.525967,1229.603847,-58.51471818,0.425316456,0.140456306,0.169730268,26.6281079,-10.94148712,3,3,Pass,Fail
26.63154437,-10.94261172,26.63383535,-10.94036252,43.8095041,21.7150088,16.96164806,0.352667775,0.600289132,1288.522249,2273.708014,989.125575,-999,0.131542222,0.156924785,26.63268986,-10.94148712,3,1,Pass,Fail
26.63841732,-10.94261172,26.6407083,-10.94036252,0,63.55472848,24.36063617,0.339547298,0.573845026,1277.858818,1298.555269,26.25846703,-999,0.176764425,0.204313141,26.63956281,-10.94148712,5,5,Pass,Fail
26.64529026,-10.94261172,26.64758124,-10.94036252,0,40.12707905,7.041208908,0.405821838,0.59565415,1274.684225,2461.673529,1190.600338,-999,0.135647961,0.177693865,26.64643575,-10.94148712,6,6,Pass,Fail
26.68652792,-10.94261172,26.6888189,-10.94036252,66.16320697,32.66437504,21.85030304,0.420706471,0.609977419,1375.210884,1553.125167,181.2878256,0.957950066,0.137661771,0.177132668,26.68767341,-10.94148712,0,5,Pass,Fail
26.62925339,-10.94486091,26.63154437,-10.94261172,66.35516545,55.78631785,28.82536855,0.377776446,0.629027122,1289.138238,1265.989535,-19.17415878,0.184851217,0.145231309,0.175963695,26.63039888,-10.94373632,2,3,Pass,Pass
26.69110988,-10.94486091,26.69340086,-10.94261172,0,81.11035108,32.82213742,0.365607333,0.572412549,1330.807956,3782.985937,2461.504735,-999,0.165488915,0.195303006,26.69225537,-10.94373632,5,5,Pass,Pass
26.6407083,-10.94711011,26.64299928,-10.94486091,0,72.17964659,27.10224376,0.363707241,0.572463912,1270.910202,1141.58667,-125.6690674,-999,0.144685596,0.176219592,26.64185379,-10.94598551,7,7,Pass,Pass
26.68423694,-10.94711011,26.68652792,-10.94486091,0,91.08093542,17.12124546,0.396337765,0.609909653,1330.792642,3030.443387,1702.94292,0.240821678,0.168509527,0.197222113,26.68538243,-10.94598551,5,5,Pass,Fail
26.68652792,-10.94711011,26.6888189,-10.94486091,0,78.41894768,19.50502247,0.394293884,0.576979557,1323.567686,2265.721896,947.4290399,0.474411048,0.155644683,0.188586769,26.68767341,-10.94598551,6,4,Pass,Fail
26.62925339,-10.9516085,26.63154437,-10.9493593,0,71.32326992,32.19459036,0.380089493,0.62998626,1274.609799,1274.092368,5.486111833,1,0.157257296,0.18485933,26.63039888,-10.9504839,7,7,Pass,Pass
26.63841732,-10.9516085,26.6407083,-10.9493593,35.51533742,25.01824453,10.81225612,0.369468343,0.58289451,1271.633875,1159.124347,-110.0786998,-999,0.138309487,0.169029044,26.63956281,-10.9504839,6,6,Pass,Fail
26.61779849,-10.95385769,26.62008947,-10.9516085,93.28859351,34.01002362,16.60375395,0.38499175,0.61508232,1295.741864,-999,-999,-999,0.150315559,0.177631054,26.61894398,-10.95273309,3,2,Pass,Fail
26.62238045,-10.95385769,26.62467143,-10.9516085,38.50085596,27.64851912,39.4945373,0.369964963,0.593247757,1289.451495,1337.472992,51.89251011,-999,0.146690289,0.173956243,26.62352594,-10.95273309,3,0,Pass,Pass
26.62467143,-10.95385769,26.62696241,-10.9516085,63.26945555,65.26764791,51.58953596,0.35616952,0.602576743,1287.210165,1287.920626,5.740376998,1,0.153552123,0.176550781,26.62581692,-10.95273309,3,4,Pass,Pass
26.62925339,-10.95385769,26.63154437,-10.9516085,100,98.42132686,50.08660775,0.313037674,0.594981768,1276.58072,1277.66619,4.068100488,-999,0.158804468,0.174010418,26.63039888,-10.95273309,3,6,Pass,Pass
26.62925339,-10.95610689,26.63154437,-10.95385769,58.864571,74.13719528,19.56008745,0.323924467,0.585684005,1275.012664,1195.477972,-75.90705795,-999,0.149268207,0.167245365,26.63039888,-10.95498229,4,6,Pass,Fail
26.6407083,-10.95610689,26.64299928,-10.95385769,23.86218204,23.73361832,43.2380641,0.362346813,0.592279176,1280.468358,1283.044622,4.753786782,-999,0.134179224,0.160742928,26.64185379,-10.95498229,3,7,Pass,Pass
26.6407083,-10.95835608,26.64299928,-10.95610689,71.14039027,49.6083511,12.49140957,0.34965065,0.583469399,1273.989834,1272.361366,4.768176134,0.646814404,0.137037171,0.162469154,26.64185379,-10.95723148,5,6,Pass,Fail
26.64299928,-10.95835608,26.64529026,-10.95610689,24.43616793,30.76818812,69.31090218,0.309776857,0.577843595,1285.057845,1126.124956,-156.0042565,-999,0.139671093,0.155445983,26.64414477,-10.95723148,3,4,Pass,Pass
26.65445418,-10.95835608,26.65674517,-10.95610689,0,85.5146826,12.52988286,0.243218415,0.44895702,1283.35234,1289.71399,8.821592336,0.52407932,0.208387668,0.219226885,26.65559968,-10.95723148,5,7,Pass,Fail
26.63383535,-10.96060528,26.63612634,-10.95835608,33.46199372,31.80799073,12.63450384,0.391620506,0.616585204,1265.678562,1267.044339,4.646492336,-999,0.143725875,0.173505484,26.63498084,-10.95948068,3,4,Pass,Fail
26.65445418,-10.96060528,26.65674517,-10.95835608,0,25.44647188,14.10443535,0.337198532,0.520797706,1277.867223,1274.918823,3.63269043,-999,0.15105904,0.17964827,26.65559968,-10.95948068,6,4,Pass,Fail
26.63154437,-10.96285447,26.63383535,-10.96060528,22.76364925,19.14600186,40.24328764,0.390432393,0.616938652,1264.93972,1267.408325,4.828857422,1,0.141588985,0.17365594,26.63268986,-10.96172987,4,2,Pass,Pass
26.65445418,-10.96285447,26.65674517,-10.96060528,0,53.89007267,28.4400321,0.321718664,0.520237886,1273.492458,1191.278879,-78.18124577,-999,0.163449013,0.189265314,26.65559968,-10.96172987,8,4,Pass,Pass
26.68423694,-10.96285447,26.68652792,-10.96060528,0,95.79112605,43.88223879,0.349971401,0.576255254,1345.783262,1353.181561,9.064598335,0.868331442,0.182384345,0.203531404,26.68538243,-10.96172987,5,5,Pass,Pass
26.65445418,-10.96510366,26.65674517,-10.96285447,0,66.30757021,71.44146823,0.160851374,0.362306818,1273.975137,1227.263373,-43.10203926,-999,0.167499696,0.175476735,26.65559968,-10.96397907,6,4,Pass,Pass
26.66132713,-10.96735286,26.66361811,-10.96510366,100,67.40853483,28.46757651,0.299038631,0.534508999,1278.307416,3641.185994,2367.144279,0.574290484,0.204451372,0.221352004,26.66247262,-10.96622826,5,4,Pass,Pass
26.66132713,-10.96960205,26.66361811,-10.96735286,0,99.52250728,31.08811923,0.248222236,0.508965524,1277.644823,3982.653385,2709.029854,0.487244898,0.21744815,0.225741631,26.66247262,-10.96847746,6,4,Pass,Pass
26.66820007,-10.96960205,26.67049105,-10.96735286,100,23.97837893,16.62034931,0.360814333,0.547768429,1320.409304,4907.408196,3590.395569,0.28972317,0.145163622,0.176248657,26.66934556,-10.96847746,4,1,Pass,Fail
26.64299928,-10.97185125,26.64529026,-10.96960205,49.06935204,54.74657004,63.11207268,0.293031173,0.570949665,1276.384535,1277.936861,3.839429142,0.3,0.178364619,0.194224017,26.64414477,-10.97072665,4,7,Pass,Pass
26.64529026,-10.97185125,26.64758124,-10.96960205,23.33965844,60.12954072,49.34905508,0.30290521,0.553097189,1278.935165,1281.621097,5.263589271,0.862155388,0.169025674,0.192453321,26.64643575,-10.97072665,3,5,Pass,Pass
26.64987222,-10.97185125,26.6521632,-10.96960205,0,33.03136009,93.62215444,-0.078437579,-0.010628583,1269.985076,1282.792521,17.00777593,0.36998147,0.113254497,0.114278368,26.65101771,-10.97072665,5,4,Pass,Pass
26.65445418,-10.97185125,26.65674517,-10.96960205,100,99.58370512,71.51857591,0.244030764,0.436018644,1261.012878,1220.548306,-37.30263334,-999,0.233406481,0.24909726,26.65559968,-10.97072665,6,2,Pass,Pass
26.66820007,-10.97185125,26.67049105,-10.96960205,60.40962813,34.13249588,11.80326341,0.349775373,0.548815898,1310.841974,5781.034167,4463.07766,-999,0.15047529,0.181279812,26.66934556,-10.97072665,4,4,Pass,Fail
26.67049105,-10.97185125,26.67278203,-10.96960205,82.69465939,80.13181656,48.21492907,0.367989658,0.547750749,1358.746545,6463.770619,5118.857932,-999,0.162960054,0.197504795,26.67163654,-10.97072665,1,2,Pass,Pass
26.64299928,-10.97410044,26.64529026,-10.97185125,84.81094615,84.47487756,68.36964294,0.33938682,0.60647503,1267.736388,1231.819362,-30.91226552,-999,0.169020117,0.193218894,26.64414477,-10.97297585,4,5,Pass,Pass
26.64529026,-10.97410044,26.64758124,-10.97185125,28.99262206,28.87193021,15.23303058,0.402459596,0.637599152,1271.448541,1277.065186,4.727783203,1,0.146767608,0.186020868,26.64643575,-10.97297585,3,7,Pass,Fail
26.64758124,-10.97410044,26.64987222,-10.97185125,81.92687331,82.76211373,51.16016812,0.323901952,0.591810417,1271.445944,1245.659556,-21.64302127,0.815484805,0.200712548,0.225286904,26.64872673,-10.97297585,2,6,Pass,Pass
26.64987222,-10.97410044,26.6521632,-10.97185125,100,99.40020692,77.38717784,0.232783592,0.469433441,1267.460038,1219.370703,-45.43726815,0.655405405,0.258385939,0.267607305,26.65101771,-10.97297585,3,5,Pass,Pass
26.6521632,-10.97410044,26.65445418,-10.97185125,100,99.58371531,91.53566632,0.192004219,0.369845777,1258.259536,1260.690828,4.427383328,1,0.233059788,0.242421247,26.65330869,-10.97297585,7,4,Pass,Pass
26.65445418,-10.97410044,26.65674517,-10.97185125,100,99.40020692,66.4262405,0.266291246,0.455948226,1258.951083,1113.383375,-149.6221376,-999,0.209377053,0.230468227,26.65559968,-10.97297585,6,3,Pass,Pass
26.66361811,-10.97410044,26.66590909,-10.97185125,0,58.7224948,12.15007427,0.299410871,0.552003768,1285.639303,2245.430786,962.6549536,0.286458333,0.154234744,0.162439527,26.6647636,-10.97297585,6,4,Pass,Fail
26.67049105,-10.97410044,26.67278203,-10.97185125,98.97959787,41.35056381,12.07302037,0.332304586,0.545290943,1314.148646,5777.173646,4456.958471,-999,0.15666444,0.182433446,26.67163654,-10.97297585,3,2,Pass,Fail
26.67278203,-10.97410044,26.67507302,-10.97185125,42.77318532,41.47290082,41.05811888,0.357809833,0.543384952,1346.155436,3352.285514,2014.601014,0.61430527,0.15950406,0.193343285,26.67392752,-10.97297585,4,3,Pass,Pass
26.6407083,-10.97634964,26.64299928,-10.97410044,31.38294997,42.32923677,35.71802845,0.40228723,0.585421766,1246.715731,1249.108145,4.618932409,0.742718447,0.151042257,0.190174882,26.64185379,-10.97522504,6,6,Pass,Pass
26.64299928,-10.97634964,26.64529026,-10.97410044,83.68607663,86.677014,17.94159922,0.360054482,0.601844181,1259.254878,1206.7677,-48.42272701,0.372801083,0.16829256,0.196043414,26.64414477,-10.97522504,3,4,Pass,Fail
26.64758124,-10.97634964,26.64987222,-10.97410044,41.89195941,41.71758161,14.75408733,0.392727021,0.634977058,1265.614721,1270.095882,6.623180952,1,0.15224764,0.184744525,26.64872673,-10.97522504,3,3,Pass,Fail
26.64987222,-10.97634964,26.6521632,-10.97410044,100,86.79937992,27.49875454,0.288095522,0.539018486,1262.798043,1202.839181,-55.30285735,0.564411492,0.196662252,0.214975318,26.65101771,-10.97522504,3,6,Pass,Pass
26.6521632,-10.97634964,26.65445418,-10.97410044,100,99.70608293,45.66053748,0.28920282,0.535029476,1252.147043,1180.710827,-69.13674649,0.463636364,0.199915422,0.218233397,26.65330869,-10.97522504,6,5,Pass,Pass
26.65445418,-10.97634964,26.65674517,-10.97410044,100,99.52257442,63.5525712,0.319595209,0.552571666,1257.395479,1262.429365,6.147462419,1,0.183443016,0.207400202,26.65559968,-10.97522504,6,5,Pass,Pass
26.65674517,-10.97634964,26.65903615,-10.97410044,100,99.76725214,89.36112667,0.251396502,0.554835801,1270.789869,1181.262078,-84.9433249,0.356228669,0.215259009,0.227696231,26.65789066,-10.97522504,4,4,Pass,Pass
26.65903615,-10.97634964,26.66132713,-10.97410044,100,99.58374381,72.79030902,0.249620567,0.561257291,1279.855074,1280.380206,4.877024495,-999,0.182517127,0.193149616,26.66018164,-10.97522504,5,3,Pass,Pass
26.67507302,-10.97634964,26.677364,-10.97410044,37.12750964,43.61369569,39.97360739,0.387961751,0.531329039,1340.811214,5183.101429,3863.360459,-999,0.161762881,0.205906652,26.67621851,-10.97522504,4,4,Pass,Pass
26.63612634,-10.97859883,26.63841732,-10.97634964,0,50.03655879,33.76369029,0.383737682,0.612831118,1246.758188,-999,-999,-999,0.147002972,0.172670797,26.63727183,-10.97747424,5,5,Pass,Pass
26.6407083,-10.97859883,26.64299928,-10.97634964,91.13676816,74.81012149,17.39107401,0.375099004,0.594917011,1243.33453,1245.937296,5.569359129,-999,0.16536078,0.192320394,26.64185379,-10.97747424,6,5,Pass,Fail
26.64299928,-10.97859883,26.64529026,-10.97634964,96.89826608,95.54657975,41.49855722,0.323973156,0.569476709,1251.38938,1254.660036,5.908241604,1,0.213954549,0.237301725,26.64414477,-10.97747424,3,8,Pass,Pass
26.64758124,-10.97859883,26.64987222,-10.97634964,44.95077689,61.71982317,25.76448073,0.368562609,0.623200608,1256.165276,1252.477509,1.790761312,0.053418803,0.153972783,0.179403069,26.64872673,-10.97747424,3,5,Pass,Pass
26.64987222,-10.97859883,26.6521632,-10.97634964,64.63246538,39.76013869,21.44839171,0.357552439,0.598634302,1251.814078,1255.539433,8.681300047,1,0.153301359,0.179175703,26.65101771,-10.97747424,4,5,Pass,Fail
26.6521632,-10.97859883,26.65445418,-10.97634964,77.71750158,57.13225128,8.417545401,0.357690948,0.577666124,1246.597657,1142.776257,-101.4541327,0.173780488,0.156325388,0.187211536,26.65330869,-10.97747424,7,6,Pass,Fail
26.65445418,-10.97859883,26.65674517,-10.97634964,22.60867402,27.52623713,40.27084808,0.394043863,0.598505443,1257.842643,1252.346252,-2.079273313,0.693313953,0.139386631,0.174838336,26.65559968,-10.97747424,4,5,Pass,Pass
26.65674517,-10.97859883,26.65903615,-10.97634964,81.98096375,86.86057518,83.42648406,0.295091375,0.563382418,1269.926376,1114.660034,-158.6712646,-999,0.180614584,0.199108074,26.65789066,-10.97747424,4,6,Pass,Pass
26.67507302,-10.97859883,26.677364,-10.97634964,100,82.51746253,11.94635735,0.323864953,0.55422831,1300.735684,5151.369452,3853.654706,0.264570552,0.17397055,0.199155653,26.67621851,-10.97747424,4,4,Pass,Fail
26.677364,-10.97859883,26.67965498,-10.97634964,95.19831268,94.81251972,14.83113443,0.378318279,0.546706768,1328.180397,1330.610027,4.640913477,1,0.1688581,0.213381605,26.67850949,-10.97747424,4,3,Pass,Fail
26.67965498,-10.97859883,26.68194596,-10.97634964,93.00132315,60.67999294,32.66809153,0.419288189,0.557794672,1369.571444,2771.600057,1389.051956,0.248636364,0.164529791,0.213768239,26.68080047,-10.97747424,4,5,Pass,Pass
26.68194596,-10.97859883,26.68423694,-10.97634964,56.9001214,73.34207959,32.68463835,0.38957154,0.562733105,1396.857127,7087.92518,5697.699232,-999,0.153893213,0.191353799,26.68309145,-10.97747424,3,2,Pass,Pass
26.62008947,-10.98084803,26.62238045,-10.97859883,77.21768497,74.74897869,11.34079724,0.402034082,0.640891171,1266.032404,3237.995947,1975.663548,-999,0.157902051,0.190015957,26.62123496,-10.97972343,3,7,Pass,Fail
26.64758124,-10.98084803,26.64987222,-10.97859883,42.37128975,43.30802256,7.030222239,0.430500117,0.619258116,1248.136323,1199.505739,-43.59397978,-999,0.128122522,0.169975177,26.64872673,-10.97972343,3,6,Pass,Fail
26.67965498,-10.98084803,26.68194596,-10.97859883,100,99.4002754,19.57116726,0.358722271,0.543606363,1313.661821,2260.88623,876.5898438,-999,0.156342915,0.192083594,26.68080047,-10.97972343,5,5,Pass,Fail
26.68194596,-10.98084803,26.68423694,-10.97859883,68.36227522,53.64550184,46.0458227,0.416258844,0.556504078,1359.66862,5200.095902,3828.415718,-999,0.16340634,0.213291554,26.68309145,-10.97972343,4,5,Pass,Pass
26.68652792,-10.98084803,26.6888189,-10.97859883,100,67.28636732,18.86096701,0.364524793,0.562206943,1381.867949,2246.449219,858.1623535,-999,0.150344679,0.182614273,26.68767341,-10.97972343,5,2,Pass,Fail
26.6888189,-10.98084803,26.69110988,-10.97859883,100,86.55473681,15.76149408,0.349359872,0.569922974,1396.438368,2751.411098,1358.784837,-999,0.177084592,0.206695458,26.68996439,-10.97972343,1,7,Pass,Fail
26.63612634,-10.98309722,26.63841732,-10.98084803,45.27004954,4.098333209,13.03090293,0.407849103,0.613554557,1260.820819,1264.764167,8.222065493,0.815618221,0.139168175,0.171727689,26.63727183,-10.98197262,4,3,Pass,Fail
26.68194596,-10.98309722,26.68423694,-10.98084803,80.77686214,87.77807684,20.0446515,0.369897253,0.5559992,1320.362315,1547.052661,201.8873481,0.441752097,0.169297747,0.209563522,26.68309145,-10.98197262,3,5,Pass,Fail
26.68423694,-10.98309722,26.68652792,-10.98084803,61.34136675,64.10547083,31.63315555,0.393257896,0.555530052,1363.599038,6044.106894,4682.944962,0.01532567,0.161735412,0.205298477,26.68538243,-10.98197262,3,4,Pass,Pass
26.69569185,-10.98309722,26.69798283,-10.98084803,0,96.77001089,16.62586569,0.360550877,0.619380747,1370.461105,3918.979915,2551.717386,0.197663971,0.187294022,0.217548117,26.69683734,-10.98197262,5,6,Pass,Fail
26.68194596,-10.98534642,26.68423694,-10.98309722,100,99.70616297,22.14210285,0.331889857,0.553275004,1291.25018,4147.3392,2863.915483,-999,0.185049809,0.212144091,26.68309145,-10.98422182,4,4,Pass,Fail
26.68652792,-10.98534642,26.6888189,-10.98309722,82.13908511,80.1930547,20.16024977,0.362499397,0.560211351,1336.746893,5576.53387,4253.033304,0.107187894,0.172416129,0.209325523,26.68767341,-10.98422182,4,4,Pass,Fail
26.69110988,-10.98534642,26.69340086,-10.98309722,73.32149799,63.67728547,23.99192065,0.366846246,0.540905344,1381.112713,2134.879415,747.3401759,-999,0.158097375,0.195933997,26.69225537,-10.98422182,3,1,Pass,Fail
26.68194596,-10.98759561,26.68423694,-10.98534642,100,99.58383246,18.07375734,0.267196278,0.504065294,1284.174298,6428.644559,5147.905523,-999,0.235373709,0.245928288,26.68309145,-10.98647101,3,4,Pass,Fail
26.70027381,-10.98984481,26.70256479,-10.98759561,100,88.38986556,42.46200857,0.217142989,0.407403242,1340.520913,3217.098601,1888.249359,0.556658395,0.192774733,0.207552384,26.7014193,-10.98872021,4,5,Pass,Pass
26.70256479,-10.98984481,26.70485577,-10.98759561,81.56819733,88.63452797,34.46834523,0.38840997,0.583711786,1375.75369,1388.325091,21.25464517,-999,0.179224782,0.218466901,26.70371028,-10.98872021,1,1,Pass,Pass
26.84177679,-10.81213851,26.84406708,-10.80988932,55.35251575,38.91495095,40.68998216,0.356504129,0.568581681,1161.912217,-999,-999,-999,0.14490942,0.174625834,26.84292194,-10.81101392,3,4,Pass,Pass
26.84406708,-10.81213851,26.84635737,-10.80988932,26.9343876,38.18072131,33.40991639,0.381583952,0.559792396,1159.694257,920.6352064,-233.8963537,0.157346213,0.144972506,0.182682885,26.84521223,-10.81101392,2,5,Pass,Pass
26.83490592,-10.81438771,26.83719621,-10.81213851,75.60797542,71.16042829,13.30998049,0.420858233,0.600353064,1163.699558,1163.857788,2.445068359,1,0.149285477,0.192607642,26.83605106,-10.81326311,4,2,Pass,Fail
26.83719621,-10.81438771,26.8394865,-10.81213851,49.46672117,53.29385286,16.47088006,0.394493844,0.587190112,1163.622831,1163.77293,4.483370559,1,0.141051238,0.176471543,26.83834136,-10.81326311,4,3,Pass,Fail
